,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,clean_text,label,score,label_bert,score_bert
0,Sat Oct 28 23:58:52 +0000 2023,1718417077797826860,"@Dennysiregar7 Kalau bagi saya, Pilpres tahun 2024 adalah unik, dua kandidat yang membingungkan, Ganjar Mahfud APA Prabowo Gibran, tapi aku tetap memilih Ganjar Mahfud",0,0,0,0,in,1519250397747347456,1716833023176610007,JudokoS,https://twitter.com/JudokoS/status/1718417077797826860,dennysiregar7 pilpres 2024 unik kandidat bingung ganjar mahfud prabowo gibran pilih ganjar mahfud,neutral,0.9992368221282959,neutral,0.9957749247550964
1,Sat Oct 28 23:53:48 +0000 2023,1718415801613746553,@antaranews MasyaAllah bismillah pak Ganjar pak Mahfud menang di pilpres 2024🔥🔥maju terus,0,0,0,0,in,1556925232698789889,1718215169753637138,SNnnnnn25,https://twitter.com/SNnnnnn25/status/1718415801613746553,antaranews masyaallah bismillah ganjar mahfud menang pilpres 2024 maju,neutral,0.999237060546875,neutral,0.9806559085845947
2,Sat Oct 28 23:52:22 +0000 2023,1718415442732363881,Yeni Wahid memilih untuk mendukung Ganjar dan Mahfud pada pilpres 2024 https://t.co/VHbWnZSKwq,0,0,0,0,in,1557982478882639872,1718415442732363881,elisaa881,https://twitter.com/elisaa881/status/1718415442732363881,yen wahid pilih dukung ganjar mahfud pilpres 2024,neutral,0.9993237257003784,neutral,0.9975780844688416
3,Sat Oct 28 23:50:58 +0000 2023,1718415090737938916,"@Melihat_Indo Rahayu Pak Ganjar , semoga bapak diberikan kesehatan dan menang pilpres 2024 ya pak https://t.co/falShsmI4f",0,0,0,0,in,1682034488065548289,1718139914121101483,Ekoii377428,https://twitter.com/Ekoii377428/status/1718415090737938916,lihat indo rahayu ganjar moga sehat menang pilpres 2024,neutral,0.9995750784873962,neutral,0.811081051826477
4,Sat Oct 28 23:50:11 +0000 2023,1718414890195624236,"Pada acara Kick Kontroversi di Metro TV pada Sabtu (28/10), Calon Presiden dan Wakil Presiden Ganjar Pranowo - Mahfud Md mengungkapkan pendekatan yang unik dalam perjalanannya menuju Pilpres 2024.  Ganjar juga mengajak masyarakat untuk mendukung mereka dalam Pilpres 2024 dengan… https://t.co/ooesHm9Eub",0,0,2,3,in,1230994530083565568,1718414890195624236,sahabatganjar,https://twitter.com/sahabatganjar/status/1718414890195624236,acara kick kontroversi metro tv sabtu 28 10 calon presiden wakil presiden ganjar pranowo mahfud md unik jalan tuju pilpres 2024 ganjar ajak masyarakat dukung pilpres 2024,neutral,0.9990481734275818,neutral,0.9959775805473328
5,Sat Oct 28 23:45:35 +0000 2023,1718413734467813790,"@Nikmatul_Sg Rahayu Pak Ganjar, semoga bapak selalu sehat dan menang di pilpres sehingga bisa melayani rakyat. Selamat ulang tahun ke-55 https://t.co/bcVYFYRJS5",0,0,0,0,in,1554376111777542145,1718141419733619164,gelylian,https://twitter.com/gelylian/status/1718413734467813790,nikmatul sg rahayu ganjar moga sehat menang pilpres layan rakyat selamat ulang 55,neutral,0.9995397329330444,positive,0.8140192031860352
6,Sat Oct 28 23:43:57 +0000 2023,1718413321920032919,@kiki_daliyo Kami bersyukur bapak lahir ke dunia 55 tahun lalu dan berterima kasih atas apa yang bapak lakukan selama ini. Rahayu Pak Ganjar. Sehat selalu dan sukses di pilpres nanti https://t.co/eyaCSjqK5f,0,0,0,0,in,1598162444496515072,1718142795444298162,inainasta,https://twitter.com/inainasta/status/1718413321920032919,kiki daliyo syukur lahir dunia 55 terima kasih laku rahayu ganjar sehat sukses pilpres,neutral,0.9994713664054871,positive,0.6643304228782654
7,Sat Oct 28 23:39:15 +0000 2023,1718412138556043437,@ganjarpranowo Pak Ganjar Yaqin ingin beradu gagasan dan data. Dengan tanpa Hoax. Maaf pak nanti jenengan Kalah. Saat ini sudah jelas di PILPRES 2024 .,0,0,0,0,in,818516624575561728,1717530827402170858,sultan_rahmat_X,https://twitter.com/sultan_rahmat_X/status/1718412138556043437,ganjarpranowo ganjar yaqin adu gagas data hoax maaf jeneng kalah pilpres 2024,neutral,0.9997058510780334,neutral,0.9550700783729553
8,Sat Oct 28 23:36:02 +0000 2023,1718411332301848590,"@Melihat_Indo Masyarakat Jateng sudah merasakan kemajuan atas apa yang telah bapak lakukan selama ini, Rakyat Indonesia pun pasti ingin merasakannya juga. Semoga bapak menang di pilpres dan bisa mewujudkannya. Selamat Ulang Tahun. Rahayu Pak Ganjar https://t.co/6fTlTwTLDZ",0,0,0,0,in,1693593600293289984,1718139914121101483,sri_oktaviani8,https://twitter.com/sri_oktaviani8/status/1718411332301848590,lihat indo masyarakat jateng maju laku rakyat indonesia moga menang pilpres wujud selamat ulang rahayu ganjar,neutral,0.9921295046806335,positive,0.7420070767402649
9,Sat Oct 28 23:31:44 +0000 2023,1718410249923879006,"@Melihat_Indo Rahayu Pak Ganjar , kami mendoakan yang terbaik buat bapak. Semoga sehat dan sukses di pilpres nanti https://t.co/lvgR0F51n9",0,0,0,0,in,1454098536866320387,1718139914121101483,tikaelook,https://twitter.com/tikaelook/status/1718410249923879006,lihat indo rahayu ganjar doa moga sehat sukses pilpres,neutral,0.9996833801269531,neutral,0.9747447967529297
